⟨ϵ⟩, ⟨|m|⟩
4.41172e-05, 0.00283793
-0.000308631, 2.89969e+257
-0.000274, 0.000261575
-9.55537e-05, 1.46753e+06
-0.00015291, 4.66388e+232
-0.582391, 0.214711
-0.000414006, -1.38495e+261
0.00282386, 0.000550384
0.00282386, 0.000550384
-0.000305127, 2.89966e+257
-0.000287693, 0.000267207
-8.6416e-05, 1.46752e+06
-0.00015595, 4.66381e+232
-0.000302819, 2.89962e+257
7.99364e-05, 0.00288488
-0.607248, 0.212689
-0.000300975, 0.000276576
0.00287623, 0.000555285
-0.000159512, 4.66373e+232
-0.000429839, -1.38492e+261
-0.000299774, 2.89959e+257
0.000117751, 0.00293909
-7.7956e-05, 1.4675e+06
-0.000312465, 0.000284699
0.00293468, 0.000557084
0.000155504, 0.00299814
-0.631294, 0.211082
-0.000296995, 2.89956e+257
-7.19268e-05, 1.46748e+06
-0.000162838, 4.66366e+232
-0.00044505, -1.38489e+261
-0.00044505, -1.38489e+261
0.000193817, 0.00306101
-0.655744, 0.210005
-6.75323e-05, 1.46746e+06
-0.000323133, 0.000289906
0.00299408, 0.000558437
-0.000294584, 2.89952e+257
-0.000166385, 4.66358e+232
-6.46701e-05, 1.46744e+06
0.00306185, 0.000559529
0.00306185, 0.000559529
-0.67816, 0.211079
-0.000334299, 0.000293635
-0.000458453, -1.38486e+261
0.000227037,  -1.38486e+261
-0.000292232, 2.89949e+257
0.000227037, 0.00312785
-6.40587e-05, 1.46742e+06
-0.000169049, 4.66351e+232
-0.700521, 0.21245
0.00314438, 0.000560948
-0.000341974, 0.000296861
0.000257042, 0.00319738
-0.000169296, 4.66344e+232
-0.72265, 0.213487
-6.37991e-05, 1.4674e+06
-0.000473176, -1.38484e+261
-0.000289891, 2.89946e+257
-0.000348548, 0.000299061
0.000287521, 0.00326312
-0.743535, 0.213687
0.00321716, 0.000562562
-0.00016983, 4.66336e+232
-0.000357086, 0.000302124
-0.000489117, -1.38481e+261
0.00328565, 0.000571288
-6.46798e-05, 1.46738e+06
-6.46798e-05, 1.46738e+06
-0.764571, 0.213826
-0.000288012, 2.89943e+257
-0.000169551, 4.66329e+232
-0.000169551, 4.66329e+232
-0.000504897, -1.38478e+261
-0.000366901, 0.000306292
0.000323731, 0.00332888
0.00334426, 0.000587054
-0.783777, 0.215803
-6.33581e-05, 1.46736e+06
-0.000381095, 0.000313689
-0.000517889, -1.38475e+261
-6.09204e-05, 1.46734e+06
-0.000168476, 4.66321e+232
0.218841
-0.000394729, 0.00032131
0.00338141, 0.000611208
0.000366259, 0.00339279
-0.000286137, 2.89939e+257
-5.61785e-05, 1.46732e+06
-0.000408674, 0.000327585
0.0034147, 0.000635596
-0.000533027, -1.38472e+261
-0.000283944, 2.89936e+257
0.00345524
-0.82209, 0.220062
-0.000167242, 4.66314e+232
0.00344473, 0.000653858
-0.000422213, 0.000335261
0.000460857, 0.00351441
-0.841153, 0.220941
-5.147e-05, 1.4673e+06
0.0034749, 0.000678255
-0.000282048, 2.89933e+257
-0.000282048, 2.89933e+257
-0.00043909, 0.000345956
-0.000165213, 4.66306e+232
-0.000282048, 2.89933e+257
-0.00043909, 0.000345956
-0.00054881, -1.3847e+261
0.000513016, 0.00357291
-0.858554, 0.222645
-4.83565e-05, 1.46728e+06
-0.000566394, -1.38467e+261
0.00350616, 0.000709795
-0.000164428, 4.66299e+232
-4.52924e-05, 1.46726e+06
0.00354584, 0.000741405
-0.000586186, -1.38464e+261
-0.000456282, 0.000356586
0.000560167, 0.0036337
0.000560167, 0.0036337
-0.000280094, 2.89929e+257
-0.872035, 0.225738
-0.000164013, 4.66291e+232
-4.26133e-05, 1.46724e+06
-0.000604963, -1.38461e+261
0.00358029, 0.000781028
-0.000163984, -4.09926e-05,-0.000163984, -4.09926e-05, 1.46722e+06
-0.883986, 0.229392
0.000608511, 0.0036946
-0.000470578, 0.000364788
-0.00062259, -1.38459e+261
-0.000278717, 2.89926e+257
-0.000165349, 4.66276e+232
-0.895302, 0.23289
-0.000481107, 0.000373213
0.000652489, 0.00375702
0.00361502, 0.000815641
-4.00324e-05, 1.4672e+06
-0.906086, 0.236233
-0.000639241, -1.38456e+261
-0.00016812, 4.66269e+232
-0.000490673, 0.000382016
0.00069636, 0.00381746
-0.000276334, 2.89923e+257
-0.918119, 0.238421
-0.000171107, 4.66262e+232
-0.00050061, 0.000388473
0.00366037, -3.89552e-05, 1.46718e+06
0.000847265
0.000740753, 0.00387797
-0.000655412, -0.000274429, 2.89919e+257
-0.000655412, -0.000274429, 2.89919e+257
-1.38453e+261
-0.92963, 0.24001
-0.000174768, 4.66254e+232
-4.00989e-05, 1.46716e+06
0.00370745, 0.000897099
-0.000510797, 0.000394064
-0.000272746, 2.89916e+257
0.000782558, 0.00394007
