⟨ϵ⟩, ⟨|m|⟩
-1.21029, 0.377535
-1.21024, 0.377448
-1.21034, 0.377374
-1.21033, 0.377379
-1.21036, 0.377428
-1.21033, 0.377448
-1.21027, 0.377454
-1.21025, 0.377464
-1.21025, 0.377422
-1.21035, 0.377417
-1.21049, 0.377377
-1.21065, 0.377345
-1.2106, 0.377219
-1.21044, 0.377006
-1.2105, 0.376851
-1.21077, 0.376654
-1.21094, 0.37641
-1.21115, 0.376176
-1.2113, 0.376005
-1.21131, 0.375832
-1.21128, 0.375782
-1.21134, 0.375575
-1.21137, 0.375356
-1.21142, 0.375158
-1.21146, 0.374895
-1.21143, 0.374529
-1.21137, 0.374269
-1.21127, 0.374208
-1.21121, 0.374262
-1.2112, 0.374411
-1.2112, 0.374622
-1.21123, 0.374915
-1.21133, 0.37526
-1.21151, 0.375562
-1.21162, 0.375743
-1.21167, 0.375838
-1.21173, 0.376023
-1.21173, 0.376263
-1.21169, 0.376512
-1.21156, 0.376676
-1.21164, 0.376947
-1.21189, 0.377341
-1.21203, 0.377723
-1.21194, 0.377973
-1.21194, 0.378109
-1.21204, 0.378246
-1.21213, 0.378313
-1.21231, 0.378418
-1.21229, 0.378412
-1.21227, 0.378369
-1.21246, 0.378388
-1.21268, 0.378459
-1.21281, 0.378562
-1.21287, 0.3787
-1.21286, 0.378826
-1.21293, 0.378947
-1.21301, 0.379064
-1.21307, 0.379135
-1.21314, 0.37924
-1.21321, 0.379356
-1.21324, 0.379519
-1.21333, 0.379655
-1.21339, 0.379822
-1.21342, 0.379985
-1.2134, 0.380126
-1.21326, 0.380245
-1.21314, 0.380439
-1.21328, 0.38082
-1.21344, 0.381177
-1.21357, 0.381472
-1.21371, 0.38171
-1.21383, 0.381928
-1.21387, 0.382012
-1.21386, 0.381942
-1.21387, 0.381918
-1.21392, 0.382037
-1.21393, 0.382218
-1.21402, 0.382322
-1.21388, 0.382312
-1.21391, 0.382438
-1.21391, 0.382509
-1.21384, 0.382504
-1.21364, 0.382421
-1.21363, 0.382409
-1.21369, 0.382419
-1.21379, 0.382483
-1.21381, 0.382696
-1.21386, 0.382956
-1.21385, 0.38324
-1.21382, 0.383538
-1.21377, 0.383754
-1.21385, 0.384002
-1.21393, 0.38414
-1.21394, 0.384262
-1.21383, 0.384116
-1.21377, 0.383911
-1.2136, 0.383608
-1.21345, 0.383269
-1.21333, 0.382864
-1.21319, 0.382497
-1.213, 0.382352
-1.21287, 0.38229
-1.21288, 0.382304
-1.21284, 0.382208
-1.21274, 0.381988
-1.21259, 0.381717
-1.21253, 0.38137
-1.21244, 0.381002
-1.21229, 0.380633
-1.21222, 0.380242
-1.21222, 0.379907
-1.21226, 0.379514
-1.21239, 0.379286
-1.21234, 0.379111
-1.21221, 0.378813
-1.21203, 0.378434
-1.21188, 0.378059
-1.21168, 0.377707
-1.2116, 0.377508
-1.21151, 0.377453
-1.21136, 0.377383
-1.21125, 0.377268
-1.21115, 0.377152
-1.21108, 0.377115
-1.21107, 0.37721
-1.21115, 0.377359
-1.21122, 0.377492
-1.21129, 0.377674
-1.21137, 0.37789
-1.21148, 0.378149
-1.2116, 0.378502
-1.21176, 0.378874
-1.21197, 0.37929
-1.21202, 0.37952
-1.21198, 0.379579
-1.21185, 0.379536
-1.21187, 0.37955
-1.21194, 0.379501
-1.21194, 0.379315
-1.21191, 0.379105
-1.21183, 0.37891
-1.21178, 0.378743
-1.21174, 0.378766
-1.21181, 0.378881
-1.21194, 0.379062
-1.21221, 0.379443
-1.21245, 0.379816
-1.21253, 0.380092
-1.21271, 0.380496
-1.21293, 0.380922
-1.21304, 0.381269
-1.21306, 0.381498
-1.21304, 0.38163
-1.21297, 0.381616
-1.21284, 0.381558
-1.21276, 0.381629
-1.21276, 0.381868
-1.21293, 0.382195
-1.21312, 0.382564
-1.21341, 0.38301
-1.21376, 0.383504
-1.21402, 0.383952
-1.21412, 0.384297
-1.21427, 0.384675
-1.21441, 0.385046
-1.21445, 0.385392
-1.21459, 0.385737
-1.21479, 0.386054
-1.2149, 0.386312
-1.215, 0.386611
-1.21503, 0.386852
-1.21505, 0.387041
-1.21503, 0.38716
-1.21503, 0.387318
-1.21506, 0.387523
-1.21503, 0.387729
-1.21497, 0.387905
-1.21502, 0.388051
-1.21492, 0.388047
-1.21473, 0.387794
-1.2145, 0.387622
-1.21429, 0.387411
-1.21418, 0.387125
-1.21423, 0.386833
-1.21416, 0.386508
-1.21413, 0.386172
-1.21421, 0.385801
-1.21422, 0.385448
-1.21418, 0.3851
-1.21412, 0.384744
-1.21409, 0.384437
-1.21406, 0.384102
-1.21402, 0.383772
-1.21385, 0.383423
-1.21364, 0.383099
-1.2134, 0.38278
-1.21315, 0.38254
-1.21287, 0.382262
-1.21265, 0.381902
-1.21243, 0.381604
-1.21236, 0.381365
-1.2123, 0.381053
-1.21221, 0.380781
-1.21215, 0.38062
-1.2121, 0.380485
-1.2121, 0.38042
-1.21215, 0.380341
-1.21218, 0.380245
-1.21202, 0.380115
-1.21194, 0.380076
-1.21189, 0.38012
-1.21194, 0.380311
-1.21193, 0.380408
-1.21189, 0.380476
-1.21176, 0.380393
-1.21166, 0.380314
-1.21154, 0.380221
-1.21141, 0.380103
-1.21136, 0.380015
-1.21128, 0.379983
-1.21106, 0.379875
-1.21086, 0.37971
-1.21057, 0.379465
-1.21035, 0.379189
-1.21014, 0.378939
-1.20997, 0.378633
-1.20993, 0.378317
-1.20992, 0.378058
-1.20996, 0.37784
-1.21003, 0.377671
-1.21002, 0.377434
-1.21015, 0.377201
-1.21022, 0.376913
-1.2103, 0.376653
-1.21026, 0.376337
-1.21026, 0.376071
-1.21028, 0.375944
-1.2103, 0.3759
-1.21028, 0.375807
-1.21015, 0.375625
-1.20997, 0.37539
-1.2098, 0.375062
-1.20975, 0.374811
-1.20968, 0.374765
-1.20964, 0.37473
-1.20974, 0.374861
-1.20983, 0.375084
-1.2099, 0.375356
-1.21005, 0.375668
-1.21015, 0.375938
-1.21036, 0.376309
-1.21057, 0.376718
-1.21073, 0.377103
-1.21093, 0.377522
-1.2112, 0.377974
-1.21155, 0.378428
-1.21181, 0.378839
-1.21203, 0.379249
-1.21231, 0.379678
-1.21246, 0.380049
-1.21256, 0.380363
-1.21262, 0.380642
-1.2128, 0.381015
-1.21299, 0.381406
-1.21326, 0.381795
-1.21343, 0.382102
-1.21364, 0.382358
-1.21383, 0.38264
-1.21397, 0.382959
-1.21422, 0.38332
-1.21438, 0.383609
-1.21453, 0.383864
-1.21465, 0.384127
-1.21477, 0.384329
-1.21485, 0.384451
-1.21497, 0.384632
-1.21499, 0.384763
-1.21505, 0.384876
-1.21509, 0.384936
-1.21526, 0.384977
-1.21539, 0.384999
-1.21548, 0.384896
-1.21542, 0.384749
-1.21535, 0.38468
-1.21535, 0.384624
-1.21543, 0.384542
-1.21542, 0.384401
-1.21534, 0.384218
-1.21519, 0.384055
-1.21506, 0.383897
-1.21497, 0.38365
-1.21497, 0.38339
-1.2149, 0.383167
-1.21477, 0.382904
-1.21471, 0.382674
-1.21461, 0.382368
-1.21457, 0.382038
-1.21457, 0.381715
-1.21457, 0.38145
-1.21452, 0.381143
-1.21443, 0.3809
-1.21424, 0.380651
-1.21411, 0.38036
-1.21409, 0.380117
-1.21403, 0.380004
-1.21403, 0.380028
-1.21399, 0.380081
-1.21393, 0.380118
-1.21395, 0.380225
-1.21398, 0.380347
-1.21399, 0.380402
-1.21395, 0.380391
-1.214, 0.380523
-1.21403, 0.380765
-1.21405, 0.381018
-1.21403, 0.381257
-1.21398, 0.381489
-1.214, 0.381719
-1.21387, 0.381876
-1.21372, 0.381979
-1.21367, 0.382138
-1.2137, 0.382327
-1.21372, 0.38245
-1.21372, 0.382596
-1.21385, 0.382818
-1.21406, 0.383129
-1.2143, 0.383492
-1.21447, 0.38383
-1.21463, 0.384149
-1.2147, 0.38439
-1.21473, 0.384601
-1.21485, 0.38479
-1.21491, 0.384907
-1.21497, 0.384894
-1.21498, 0.384887
-1.21503, 0.384881
-1.21499, 0.384826
-1.21495, 0.384735
-1.21496, 0.38466
-1.21498, 0.384575
-1.21494, 0.384481
-1.21484, 0.384407
-1.21472, 0.384304
-1.21461, 0.38422
-1.21442, 0.384143
-1.21429, 0.384039
-1.21416, 0.383938
-1.21407, 0.383896
-1.21401, 0.383994
-1.21386, 0.384063
-1.21382, 0.384077
-1.21382, 0.384078
-1.21382, 0.384155
-1.21377, 0.38431
-1.21377, 0.384552
-1.21369, 0.384764
-1.21372, 0.385024
